topic,dimension,words,Count,Name,Representation
463,Identity,LoveDefinition,305,463_双性恋_漂亮_惊艳_很漂亮,"['双性恋', '漂亮', '惊艳', '很漂亮', '精致', '双性', '偏女', '风景线', '偏同', '发现自己']"
464,Health,AIDS,236,464_牛牛_驱虎_prep_通杀,"['牛牛', '驱虎', 'prep', '通杀', '过牛', '代入', '通用', '狼吞', '通吃', '马甲']"
465,Identity,Boundaries,269,465_男人_了解_女人_二元,"['男人', '了解', '女人', '二元', '二意', '二异子', '二尾', '中性人', '解树', '八大处']"
466,Evaluation,Approval,225,466_ppl_尊重_理解_嫁人,"['ppl', '尊重', '理解', '嫁人', 'pp', '爱看', '故看', '研一', '滴滴', '多发']"
467,Sexuality,IntimateDivisionship,256,467_开玩笑_暧昧_玩笑_调情,"['开玩笑', '暧昧', '玩笑', '调情', '两百万', '初吻', '女初', '开大', '答应', '糊弄']"
468,Identity,Boundaries,257,468_羡慕_狮子座_双子座_双鱼座,"['羡慕', '狮子座', '双子座', '双鱼座', '八卦', '东东', '爆炸', '通病', '两字', '好羡慕']"
469,Division,ParentApproval,349,469_父亲_包容_包容性_选择,"['父亲', '包容', '包容性', '选择', '报应', '爸爸', '父爱', '权利', '尊重', '每个']"
470,Identity,Boundaries,344,470_北京_双倍_快乐_京爷,"['北京', '双倍', '快乐', '京爷', '套房', '喜不喜欢', '开心', '大喜', '欢喜', '二环']"
471,Identity,Freedom,438,471_世界_多样性_不大行_进化,"['世界', '多样性', '不大行', '进化', '人类', '不能', '在乎', '生物', '你行', 'xsh']"
472,Evaluation,Othersjudgments,209,472_生理_接受_心理_不了,"['生理', '接受', '心理', '不了', '精神', '身体', '男女', '男性', '女女', '上能']"
474,Health,Genetics,254,474_染色体_xy_xx_基因,"['染色体', 'xy', 'xx', '基因', 'xxy', '变异', '我算', '异常', 'xyy', '强奸']"
475,Identity,Boundaries,264,475_网红_别太_荒谬_大网,"['网红', '别太', '荒谬', '大网', '当网', '生错', '牛牛', '金牛', '成网', '年代']"
477,Division,Outsider,264,477_啥意思_意思_海棠_吉拉,"['啥意思', '意思', '海棠', '吉拉', '大海', '解释', '诚不欺', '好几遍', '解释一下', '海洋']"
478,Health,AIDS,248,478_妖怪_妖魔鬼怪_妖精_孙悟空,"['妖怪', '妖魔鬼怪', '妖精', '孙悟空', '悟空', '妖孽', '乱套', '群魔乱舞', '西游记', '横行']"
479,Identity,GenderIdentity,237,479_当女_不当_女人_不配,"['当女', '不当', '女人', '不配', '男人', '孤独', '想当', '下辈子', '梦想', '推倒']"
480,Division,Outsider,245,480_cpu_做到_怎么弄_喜之郎,"['cpu', '做到', '怎么弄', '喜之郎', '追星', '评价', '宇航员', '演员', '果冻', '笑场']"
481,Identity,Boundaries,269,481_版本_更新_鸡尖_鸡屁股,"['版本', '更新', '鸡尖', '鸡屁股', '一地', '国服', '鸡皮疙瘩', '鸡肚', '鸡腿', '小鸡']"
483,Evaluation,Othersjudgments,284,483_是不是_受够了_受不了_憋不住,"['是不是', '受够了', '受不了', '憋不住', '抵抗力', '忍住', '顶得住', '抓狂', '我忍', '受不鸟']"
484,Evaluation,Approval,292,484_复杂_可怜_难上加难_超爱,"['复杂', '可怜', '难上加难', '超爱', '人可真', '卧槽', '脑子', '人太', '真可怜', '浆糊']"
486,Evaluation,PublicMorality,264,486_全中_恶心_公共场合_公众,"['全中', '恶心', '公共场合', '公众', '大喊大叫', '恶毒', '全给', '闻到', '喧哗', '全面']"
487,Division,Outsider,218,487_淘宝_三次_玩意儿_神马,"['淘宝', '三次', '玩意儿', '神马', '玩意', '东西', '登船', '一次', '国外', '考场']"
488,Health,AIDS,211,488_人渣_男渣_不渣_不分,"['人渣', '男渣', '不渣', '不分', '过渣', '渣人', '呼市', '好渣', '遇到', '当渣']"
489,Evaluation,Othersjudgments,205,489_恐惧_惊恐_这番话_发凉,"['恐惧', '惊恐', '这番话', '发凉', '冷漠', 'lili', '阴险', '听歌', '后背', '惊吓']"
490,Division,Insider,196,490_分享_自娱自乐_字幕_进来,"['分享', '自娱自乐', '字幕', '进来', '链接', '啊啊啊', '好想哭', '连接', '学习', '自觉']"
491,Identity,Legal,286,491_气质_拿捏_禁得_杏仁,"['气质', '拿捏', '禁得', '杏仁', '死死的', '参赛', '变美', '禁止', '严查', '严厉打击']"
492,Division,Insider,378,492_科普_科学_调皮_科普知识,"['科普', '科学', '调皮', '科普知识', '一斤', '整活', '大吃', '一下', '普及', '快给我']"
493,Division,Insider,272,493_来学_密码_哇塞_流量,"['来学', '密码', '哇塞', '流量', '摸摸', '258', '我发', '掌握', '来学来学', '流弊']"
494,Identity,Boundaries,234,494_黑人_官宣照_广西_宣照,"['黑人', '官宣照', '广西', '宣照', '白人', '外国人', '非洲', '嫂子', '官宣', '发官']"
495,Sexuality,IntimateDivisionship,260,495_豆包_相爱_恶心_爱情,"['豆包', '相爱', '恶心', '爱情', '感情', '显眼', '真爱', '包子', '乱搞', '真心']"
496,Health,Therapy,222,496_检查_兰花指_确诊_体检,"['检查', '兰花指', '确诊', '体检', '检查一下', '带你去', '定期检查', '没翘', '报告', '活检']"
497,Identity,Legal,213,497_身份证_快来学_户口本_能改,"['身份证', '快来学', '户口本', '能改', '性别', '户口', '一栏', '神经', '神经病', '津津有味']"
498,Identity,LoveDefinition,276,498_四爱_ttl_无爱者_第四,"['四爱', 'ttl', '无爱者', '第四', '来看', '五爱', '速来', '过来', 'ttt', 'tttttt']"
501,Identity,LoveDefinition,240,501_评论_区有_顺直_区好,"['评论', '区有', '顺直', '区好', '土豆', '豆腐', '彩虹', '手贱', '食物', '破防']"
502,Sexuality,PhysicalApperances,218,502_脖子_二刺_拿捏_颈椎,"['脖子', '二刺', '拿捏', '颈椎', '听课', '抓走', '抓得', '逮住', '听讲', '一抓']"
503,Evaluation,Approval,275,503_可爱_欧米茄_玩偶_相柳,"['可爱', '欧米茄', '玩偶', '相柳', '小可爱', '佛门', '心在', '鹅心', '布偶', '矮矮的']"
504,Division,ParentApproval,543,504_湖南_父母_身体发肤_爸妈,"['湖南', '父母', '身体发肤', '爸妈', '家人', '同意', '开明', '衡阳', '我妈', '孝顺']"
505,Evaluation,Othersjudgments,233,505_离谱_离大谱_离离_原上,"['离谱', '离大谱', '离离', '原上', '天意', '水月', 'hills', '洞天', '天太美', '通天']"
506,Sexuality,IntimateDivisionship,227,506_聊天_搭子_聊聊天_聊着,"['聊天', '搭子', '聊聊天', '聊着', '找我聊', '游戏', '同一个', '话题', '第四个', '聊个']"
507,Identity,GenderIdentity,231,507_这女_猪油_油腻_天生,"['这女', '猪油', '油腻', '天生', '女孩', '生意', '油头', '胚子', '小女生', '罗姐']"
508,Sexuality,PhysicalApperances,292,508_林子_声音_奶茶_咖啡师,"['林子', '声音', '奶茶', '咖啡师', '斯哈', '变声', '咖啡', '声线', '送心', 'tea']"
509,Sexuality,IntimateDivisionship,453,509_拖鞋_没谈过_太潮_谈过,"['拖鞋', '没谈过', '太潮', '谈过', '情侣', '小银酱', '女孩子', '想谈', '谈恋爱', '变太']"
511,Sexuality,Courtship,241,511_破防_攻守_可攻可守_兼备,"['破防', '攻守', '可攻可守', '兼备', 'manchi', '能攻能守', '进可攻', '退可守', '互攻', '可守']"
512,Identity,LoveDefinition,387,512_校服_别装_不装_长得,"['校服', '别装', '不装', '长得', '美女', '帅哥美女', '摊牌', '伪装', '漂亮', '好装']"
514,Division,ParentApproval,249,514_儿子_打死_哭死了_和解,"['儿子', '打死', '哭死了', '和解', '泪目', '兒子', '我儿', '接受', '不利于', '仍然']"
515,Identity,Boundaries,259,515_回族_适合_违和感_符合,"['回族', '适合', '违和感', '符合', '合适', '丹东', '毫无', '人能', '哈人', '好评']"
517,Subculture,Culture,285,517_来测_你测_创作_瓶颈,"['来测', '你测', '创作', '瓶颈', '市场', '流泪', '没有', '徐梦轩', '连立', 'h03']"
518,Health,Therapy,281,518_双性人_草履虫_做手术_怀孕,"['双性人', '草履虫', '做手术', '怀孕', '完美', '手术', '生育', '双性', '发育', '器官']"
520,Division,Outsider,223,520_思考_区分_发言权_分不清,"['思考', '区分', '发言权', '分不清', '不分', '能分', '思维', '沉思', '寻思', '玩意儿']"
521,Identity,GenderIdentity,231,521_二次元_购物袋_沃尔玛_三次,"['二次元', '购物袋', '沃尔玛', '三次', '次元', '日本', '死宅', '日漫', '次元壁', '钱包']"
524,Identity,LoveDefinition,344,524_1m_0s_男孩子_1s,"['1m', '0s', '男孩子', '1s', '男孩', '0m', '柯基', '保护', 'boy', '数码宝贝']"
525,Identity,GenderIdentity,256,525_紫薇_雌雄同体_雌雄_安能,"['紫薇', '雌雄同体', '雌雄', '安能', '同体', '男酮', '展示', '扮演', '繁衍', '紫薇星']"
526,Sexuality,Courtship,220,526_福建_评论_握草_来看,"['福建', '评论', '握草', '来看', '静静', '首评', '木鱼', '高手', '不予', '投降']"
527,Identity,Boundaries,221,527_羽毛球_排球_足球_网球,"['羽毛球', '排球', '足球', '网球', '篮球', 'kpop', '打乒乓球', '重灾区', '韩语', 'gay']"
529,Sexuality,Courtship,328,529_高中_初中_想起_想到,"['高中', '初中', '想起', '想到', '高考', '国防生', '小学', '一看', 'ykq', '初中生']"
530,Sexuality,SexualBehaviors,250,530_体育_爆改_干得_体育课,"['体育', '爆改', '干得', '体育课', '能干', '校区', '两节', '不干', '体院', '爱干']"
531,Health,AIDS,223,531_猴痘_传播_痘病毒_传染,"['猴痘', '传播', '痘病毒', '传染', '打假', '小心', '猴豆', '警告', '专家', '会得']"
533,Sexuality,PhysicalApperances,256,533_屁股_屁眼_闪光_期待,"['屁股', '屁眼', '闪光', '期待', '屁股痛', '希望', '翘起来', '发光', '快撤', '一瞥']"
535,Subculture,Culture,184,535_我天_黑崎一护_天呀_简直,"['我天', '黑崎一护', '天呀', '简直', '可爱', '崎一护', '人工', '人物', '真牛', '死神']"
536,Identity,Legal,230,536_同妻_同夫_当同妻_脚趾头,"['同妻', '同夫', '当同妻', '脚趾头', '分床', '万同妻', '同妻泪', '那同夫', '好命', '闲着']"
540,Evaluation,Approval,333,540_爱看_看不出来_好看_花絮,"['爱看', '看不出来', '好看', '花絮', '好好看', '特征', '一看', '看着', '看过', '影子']"
543,Sexuality,IntimateDivisionship,291,543_猜猜_对象_猜猜看_全剧,"['猜猜', '对象', '猜猜看', '全剧', '竞猜', '无奖', '不笑', '盲猜', '更烦', '柿子']"
544,Identity,Selfassessment,191,544_错误_弯路_步步_这条,"['错误', '弯路', '步步', '这条', '河边', '选择', '认错', '寻常路', '那套', '套装']"
545,Sexuality,PhysicalApperances,208,545_学习_可帅_被帅_帅度,"['学习', '可帅', '被帅', '帅度', '明星脸', '帅铃', '补习', '读书', '提前', '练习']"
548,Sexuality,PhysicalApperances,240,548_好美_玛雅_优雅_健身,"['好美', '玛雅', '优雅', '健身', '精致', '兰花指', '汉为', '美好', '悦己者', '女为']"
550,Division,Society,220,550_油炸_老婆婆_小叔子_姑姐,"['油炸', '老婆婆', '小叔子', '姑姐', '我弟', '真实', '丈母娘', '炸裂', '风风', '冰子']"
551,Sexuality,IntimateDivisionship,274,551_选择_来选_少儿不宜_are,"['选择', '来选', '少儿不宜', 'are', '薛之谦', '薛之谦版', '尴尬', '伤不起', '纠结', '一席话']"
553,Sexuality,SexualBehaviors,222,553_鸡蛋_蛋姐_实蛋_蛋蛋,"['鸡蛋', '蛋姐', '实蛋', '蛋蛋', '卤蛋', '鲍哥', '批发', '巨蛋', '蛋仔', '茶叶蛋']"
554,Sexuality,SexualBehaviors,197,554_肛肠科_武魂_双生_沙肝,"['肛肠科', '武魂', '双生', '沙肝', '双好', '艾伦', '肚子', '灵根', '双剑华', '双无']"
556,Sexuality,PhysicalApperances,288,556_猛男_好壮_诱惑_难过,"['猛男', '好壮', '诱惑', '难过', '诱人', '强壮', '大壮', '娇羞', '难受', 'dx']"
557,Evaluation,Othersjudgments,391,557_反同_活动_参加_抽出,"['反同', '活动', '参加', '抽出', '小时', '每周', '表白', '暗恋', '25', '每天']"
558,Sexuality,SexualBehaviors,187,558_大哥_后面_前面_哥们,"['大哥', '后面', '前面', '哥们', '云南', '眼神', '无可', '一脸', '后边', '旁边']"
559,Identity,Boundaries,184,559_好奇_好奇心_害死_竹竿,"['好奇', '好奇心', '害死', '竹竿', '一件', '之心', '十一大', '治得', '京瓜', '奇强']"
563,Evaluation,Othersjudgments,206,563_中肯_一针见血_终于_变美,"['中肯', '一针见血', '终于', '变美', '通讯录', '送心', '没错', '正确', '圆润', '大直']"
565,Sexuality,IntimateDivisionship,194,565_老公_发怒_态度_一种,"['老公', '发怒', '态度', '一种', '神仙', 'kisskiss', '素未谋面', '女神', '该是', '丈夫']"
566,Identity,Boundaries,174,566_天蝎_天蝎座_品桃_吕品,"['天蝎', '天蝎座', '品桃', '吕品', '桃子', '品子', '任桃', '有范', '口桃', '吕元英']"
567,Sexuality,IntimateDivisionship,192,567_礼物_花钱_忍不住_付出,"['礼物', '花钱', '忍不住', '付出', '节日', '东西', '尴尬', '送给', '抠门', '回报']"
568,Identity,LoveDefinition,232,568_同性恋_古代_龙阳_朱一龙,"['同性恋', '古代', '龙阳', '朱一龙', '龙龙', '暴龙', '正派', '同性恋者', '泡泡龙', '龙凤']"
569,Sexuality,Courtship,388,569_成都_四川_重庆_女人,"['成都', '四川', '重庆', '女人', 'gay', '泡妞', '女人味', '石女', '养鱼', '一户']"
570,Identity,LoveDefinition,227,570_心之所_不分性别_爱情_恶心,"['心之所', '不分性别', '爱情', '恶心', '相爱', '无关', '爱是', '性别', '人心', '乱搞']"
573,Identity,LoveDefinition,196,573_单性_牛皮_开豪车_千代,"['单性', '牛皮', '开豪车', '千代', '男男算', '别墅', '皮炎', '不算', 'pc', '男算']"
574,Identity,Boundaries,281,574_天秤_天秤座_腐女_处女,"['天秤', '天秤座', '腐女', '处女', '耽美', '星座', '单亲家庭', '小顾', '斑秃', '小说']"
575,Sexuality,SexualBehaviors,192,575_除夕_口味_放假_请假,"['除夕', '口味', '放假', '请假', '乌鲁木齐', '过年', '新年快乐', '调休', '加班', '快乐']"
576,Evaluation,Approval,196,576_塞班_好好看_96_有瓜,"['塞班', '好好看', '96', '有瓜', '群招', '私聊', '03', '进群', '赛班', '母语']"
580,Sexuality,PhysicalApperances,200,580_真的_特征_阿迪_下面,"['真的', '特征', '阿迪', '下面', '上面', '身体', '迷宮', '女魂', '半人', '只缠']"
581,Sexuality,Courtship,259,581_分配_成分_分人_过分,"['分配', '成分', '分人', '过分', '1m', '分析', '泪奔', '按劳分配', '计件', '太过分']"
582,Identity,LoveDefinition,251,582_拉拉_姐姐_拉子_恋姐,"['拉拉', '姐姐', '拉子', '恋姐', '勿扰', '结芬', '以下', '悠闲', '小姐姐', '不凶']"
583,Identity,LoveDefinition,274,583_通吃_男女_个事_零钱,"['通吃', '男女', '个事', '零钱', '管好', '我管', '男女老少', '操心', '处理', '整顿']"
584,Sexuality,IntimateDivisionship,210,584_暧昧_莫名其妙_复杂_成分,"['暧昧', '莫名其妙', '复杂', '成分', '拉扯', '来个', '确定', '野王', '爱妹', '上头']"
585,Identity,GenderIdentity,174,585_二元_大象_竹节虫_想处,"['二元', '大象', '竹节虫', '想处', '妖人', '单走', '鲸鱼', '不男不女', '是非', '性别']"
586,Evaluation,Approval,292,586_很漂亮_复杂_拐卖人口_枪毙,"['很漂亮', '复杂', '拐卖人口', '枪毙', '犯罪', '漂亮', '罪名', '遭罪', '大冤种', '死刑']"
587,Evaluation,Othersjudgments,282,587_爱看_眼睛_荒谬_太辣,"['爱看', '眼睛', '荒谬', '太辣', '麻辣', '真辣', '辣条', '辣眼', '天后', '麻辣火锅']"
588,Identity,Boundaries,254,588_星座_陈乐_笑不笑_真有,"['星座', '陈乐', '笑不笑', '真有', 'mbti', 'infp', '十二', 'infj', '关系', '无奇不有']"
589,Division,ParentApproval,182,589_父亲_老父亲_这位_心痛,"['父亲', '老父亲', '这位', '心痛', '长沙', '父子', '公社', '爸爸', '感受', '自责']"
590,Sexuality,SexualBehaviors,208,590_出家人_无欲_不行_ab,"['出家人', '无欲', '不行', 'ab', '壮壮妈', '佛门', '心在', '仙品', 'abcd', 'll']"
593,Sexuality,Courtship,193,593_姐姐_想要_恋姐_谈恋爱,"['姐姐', '想要', '恋姐', '谈恋爱', '姐妹', '谈个姐', '静静', '收藏', '子孙', '细品']"
597,Evaluation,Othersjudgments,166,597_可惜_阴影_我草_面积,"['可惜', '阴影', '我草', '面积', '妈帅', '太远', '不远', '心里', '草太美', '离远点']"
601,Division,Society,182,601_孤独_终老_人过_寂寞,"['孤独', '终老', '人过', '寂寞', '孤单', '注定', '过日子', '孤立', '孤寡', '自由自在']"
602,Health,AIDS,191,602_好乱_乱七八糟_混乱_太乱,"['好乱', '乱七八糟', '混乱', '太乱', '怎么回事', '真乱', '不乱', '指手画脚', '很乱', '枪击案']"
606,Division,Insider,168,606_评论_区好_智性_杠精,"['评论', '区好', '智性', '杠精', '高血压', '腰疼', '偷笑', '留个', '大皮', '太涩']"
607,Identity,Boundaries,158,607_学历_睾酮_高学历_专科,"['学历', '睾酮', '高学历', '专科', '大专', '二本', '越高', '相关性', '211', '拉圈']"
608,Identity,Freedom,486,608_可怜_原来_还好_时代,"['可怜', '原来', '还好', '时代', '年代', '情况', '太监', '现在', '普遍', '历史']"
610,Identity,Freedom,265,610_中考_阅读_中考题_新疆,"['中考', '阅读', '中考题', '新疆', '说够', '语文', '文笔', '文章', '考题', '考卷']"
611,Sexuality,Courtship,179,611_内蒙_内蒙古_40_通辽,"['内蒙', '内蒙古', '40', '通辽', '34', '乌兰察布', '勇闯', 'le', '有进', '贷款']"
612,Identity,Freedom,324,612_可怕_吓人_恐怖_平等,"['可怕', '吓人', '恐怖', '平等', '吓死', '工会', '中国', '薪资', '男女比例', '女人']"
613,Evaluation,Othersjudgments,225,613_脑萎缩_萎缩_转过_小脑,"['脑萎缩', '萎缩', '转过', '小脑', '那一刻', '相信', '听晕', '他头', '转头', '不信']"
614,Division,Outsider,229,614_快快_到底_疑问_好奇,"['快快', '到底', '疑问', '好奇', '人问', '请问', '问题', '搞懂', '他性', 'kb']"
615,Identity,Legal,224,615_封杀_平台_好禁_不伦不类,"['封杀', '平台', '好禁', '不伦不类', '禁止', '扯蛋', '屁话', '废话', '封禁', '封号']"
616,Identity,GenderIdentity,206,616_认知障碍_啊啊啊_老侧_靠着,"['认知障碍', '啊啊啊', '老侧', '靠着', '脸是', '学医', '大小', '认知', '性别', '自我']"
618,Evaluation,PublicMorality,181,618_流量_省流_意见_限流,"['流量', '省流', '意见', '限流', '赚钱', '赚取', '下限', '鞍山', '宽带', '博取']"
620,Sexuality,Courtship,184,620_广西_桂林_南宁_器官,"['广西', '桂林', '南宁', '器官', '柳州', '肉体', '广西南宁', '部位', '有没有', '畸形']"
622,Identity,LoveDefinition,215,622_浪漫_无性_倾向_最早,"['浪漫', '无性', '倾向', '最早', '男同事', '女同事', '发明', '人想', '男生', '性行为']"
623,Health,MentalIssues,195,623_神经病_精神病_精神病院_精神,"['神经病', '精神病', '精神病院', '精神', '周周', '精神病人', '多高', '周深', '神经兮兮', '神经']"
625,Sexuality,Courtship,168,625_勾引_性感_吸引_纪录片,"['勾引', '性感', '吸引', '纪录片', '诱攻', '撩妹', '导演', '记录', '小把戏', '诱惑']"
626,Sexuality,Courtship,272,626_背影_变态_苏丹_亲亲,"['背影', '变态', '苏丹', '亲亲', '绝绝子', '好绝', '哈哈哈', '反差', '真绝', '激动']"
627,Identity,Boundaries,305,627_离谱_学会_女孩子_女生,"['离谱', '学会', '女孩子', '女生', '女孩', '温柔', '懂得', '索取', '伤害', '最最']"
629,Division,ParentApproval,208,629_父母_家人_钓个_爸妈,"['父母', '家人', '钓个', '爸妈', '伤心', '摸鱼', '接受', '支持', '鲤鱼', '爹妈']"
630,Division,ParentApproval,358,630_听课_我家_家人_双双把,"['听课', '我家', '家人', '双双把', '亲戚', '家务', '家里人', '你家', '家具', '两口子']"
631,Evaluation,Othersjudgments,231,631_配音_丑丑_我哩个_丑人,"['配音', '丑丑', '我哩个', '丑人', '作怪', '公开', '看好', '不靠', '我咧个', '答非所问']"
632,Evaluation,Othersjudgments,229,632_不信_相信_一个_信不信,"['不信', '相信', '一个', '信不信', '信任', '怀疑', '我信', '清眼', '一戶', '卖饭']"
637,Sexuality,Courtship,161,637_上海_包容性_大都市_城市,"['上海', '包容性', '大都市', '城市', '大城市', '球鞋', '国际化', '04', '不愧', '包容']"
638,Sexuality,SexualBehaviors,161,638_肢体_接触_牵手_亲密,"['肢体', '接触', '牵手', '亲密', '排斥', '抗拒', '接吻', '浑身', '亲过', '擦擦']"
639,Evaluation,Approval,168,639_颜色_粉色_真心_色系,"['颜色', '粉色', '真心', '色系', '喜欢', '骚话', '第十四', '喜高壮', '显黑', '我佐少']"
640,Sexuality,Courtship,174,640_谈过_女孩子_想谈_谈个,"['谈过', '女孩子', '想谈', '谈个', '细腻', '没女', '能来', '尝试', '不清不楚', '女生']"
641,Evaluation,Approval,189,641_好配_不配_般配_跳舞,"['好配', '不配', '般配', '跳舞', '离场', '绝配', '华丽', '很配', '玉足', '冷笑']"
642,Division,Insider,176,642_看不懂_阳江_纤夫_说句话,"['看不懂', '阳江', '纤夫', '说句话', '稳定', 'sauce', '职业', '出名', '勿扰', '吉林']"
643,Identity,GenderIdentity,193,643_公母_变装前_公的母_公是,"['公母', '变装前', '公的母', '公是', '油物', '变装后', '便装', '看头', '改装', '女装']"
646,Identity,LoveDefinition,199,646_按摩_一摸_好看_摸摸,"['按摩', '一摸', '好看', '摸摸', '摸头', '长得', '漂亮', '男娘', '就行', '男女']"
647,Evaluation,Othersjudgments,221,647_南宁_品种_别致_这是,"['南宁', '品种', '别致', '这是', '这才', '太空', '玩意儿', '尼玛', '盆水', '这货有']"
649,Evaluation,PublicMorality,148,649_穿衣_自由_扰民_公共场合,"['穿衣', '自由', '扰民', '公共场合', '引导', '影响', '得体', '在家', '穿衣服', '各有']"
651,Identity,Boundaries,271,651_回族_看不得_王刚_印度,"['回族', '看不得', '王刚', '印度', '男同', '留下', '非洲', '民族', '华夏', '出去']"
654,Division,Outsider,177,654_分不清_分类_分不清楚_分清,"['分不清', '分类', '分不清楚', '分清', '区分', '种类', '傻傻', '豹哥', '金刚', '芭比']"
655,Evaluation,PublicMorality,159,655_互联网_网络_热度_在乎,"['互联网', '网络', '热度', '在乎', '网友', '上网', '网暴', '哗众取宠', '全网', '徐坤']"
656,Division,ParentApproval,208,656_头像_女儿_婚礼_儿子,"['头像', '女儿', '婚礼', '儿子', '生成', '父亲', '亿哥', '炸裂', '变性', '男孩']"
657,Evaluation,Approval,325,657_永远_男孩子_姐姐_男孩,"['永远', '男孩子', '姐姐', '男孩', '男孩儿', '这是', '睡个', '早餐', '喜欢', '老爷']"
658,Identity,LoveDefinition,183,658_性别_无关_不在乎_不分性别,"['性别', '无关', '不在乎', '不分性别', '不在意', '恰巧是', '芒果', 'ta', '钟意', '喜好']"
659,Evaluation,Approval,210,659_好看_爱爱爱_坏坏_挑一,"['好看', '爱爱爱', '坏坏', '挑一', '千篇一律', '万里', '爱不爱', '难看', '乌漆', '麻黑']"
660,Identity,GenderIdentity,212,660_购物袋_沃尔玛_节目_采访,"['购物袋', '沃尔玛', '节目', '采访', '综艺', '节目组', '媒体', '开播', '频道', '军事']"
662,Identity,Boundaries,193,662_抽象_河北_兔子_开封,"['抽象', '河北', '兔子', '开封', '甘肃', '吓死', '形象', '确实', '小红书', '河南']"
663,Evaluation,Approval,190,663_姐姐_荔枝_水果_葡萄,"['姐姐', '荔枝', '水果', '葡萄', '暖瓶', '好美', '橙子', '海边', '姐妹', '橘子']"
664,Sexuality,Courtship,159,664_福建_厦门_泉州_福州,"['福建', '厦门', '泉州', '福州', '福清', '推给', '下不来', '漳州', '晋江', '大盘']"
665,Identity,GenderIdentity,288,665_雌雄同体_毛病_雌雄同株_符号,"['雌雄同体', '毛病', '雌雄同株', '符号', '雌雄', '一体', '影响', '雌性', '没关系', '同体']"
666,Sexuality,Courtship,229,666_体育_校区_黑皮_无可,"['体育', '校区', '黑皮', '无可', '三岔', '余生', '成名', '体院', '学院', '寿命']"
667,Evaluation,Othersjudgments,187,667_潦草_帅死_原谅_女人,"['潦草', '帅死', '原谅', '女人', '惭愧', '活滴', '写法', '做滴', '霸服', '这人服']"
668,Sexuality,SexualBehaviors,162,668_口红_红色_牙刷_救命,"['口红', '红色', '牙刷', '救命', '色号', '牙膏', '问口', '求口', '咱走', '刷牙']"
669,Evaluation,Approval,145,669_期待_教训_一期_我超,"['期待', '教训', '一期', '我超', '出鲁迪', '成宇', '假季季', 'birdz', '新一期', '早不早']"
670,Evaluation,Othersjudgments,146,670_人才_摆锤_forgive_这嘛,"['人才', '摆锤', 'forgive', '这嘛', '买卖双方', '汾湖', '施瓦辛格', '收索', 'aaabd', '叫声']"
675,Evaluation,Othersjudgments,174,675_看不出来_看不出_看出_人才,"['看不出来', '看不出', '看出', '人才', '完全', '第一眼', '才子', '人才济济', '一眼', '看光']"
677,Sexuality,Courtship,182,677_长春_我长_我想长_第一种,"['长春', '我长', '我想长', '第一种', '就长', '能长', '想长', '这群长', '度大', '第二种']"
680,Sexuality,Courtship,529,680_谈个_汪汪_消化_内部,"['谈个', '汪汪', '消化', '内部', '我理', '哈哈哈', '难过', '嫉妒', '啊啊啊', '呜呜']"
682,Identity,LoveDefinition,211,682_指南_骚气_素颜_我素,"['指南', '骚气', '素颜', '我素', '起来', '骚话', '就素', '太骚', '骚帅', '真骚']"
684,Evaluation,PublicMorality,417,684_彩礼_表明态度_笑场_搞笑,"['彩礼', '表明态度', '笑场', '搞笑', '房车', '泪奔', '两女', '一方', '新闻', '闹翻']"
685,Evaluation,Othersjudgments,282,685_优雅_眼见为实_耳听为虚_过时,"['优雅', '眼见为实', '耳听为虚', '过时', '永不', '细糠', '走后门', '大张伟', '康康', '张飞']"
686,Evaluation,Othersjudgments,362,686_好棒_很棒_暗中_观察,"['好棒', '很棒', '暗中', '观察', '真棒', '太棒了', '太好了', '真不错', '说得好', '感动']"
688,Evaluation,PublicMorality,288,688_沧州_少妇_少女_进步,"['沧州', '少妇', '少女', '进步', '时代', 'robbers', '1975', '回答', 'the', '盗墓贼']"
690,Sexuality,IntimateDivisionship,224,690_暗恋_好感_娘们_女娇,"['暗恋', '好感', '娘们', '女娇', '回应', '我后', '老娘', '丫头', '我本', '进度条']"
691,Sexuality,Courtship,497,691_数据_对象_统计_哪来,"['数据', '对象', '统计', '哪来', '哪领', '嘎嘎', '推送', '沙拉', '搞对象', '相信']"
692,Sexuality,Courtship,259,692_女朋友_想要_晕倒_迷糊,"['女朋友', '想要', '晕倒', '迷糊', '男朋友', '两节', '不大行', '需要', '女友', '体育课']"
695,Sexuality,IntimateDivisionship,208,695_九敏_嫁给_凌妙妙_没买过,"['九敏', '嫁给', '凌妙妙', '没买过', '没买', '夫妇', '杨哥', '真九敏', '找错', '无穷']"
696,Sexuality,SexualBehaviors,174,696_号肠_六号_灌肠_绝配,"['号肠', '六号', '灌肠', '绝配', '朝阳', '淀粉', '鹌鹑蛋', '码头', '肠是', '肠配']"
698,Identity,Selfassessment,149,698_选项_选择_多选_选不,"['选项', '选择', '多选', '选不', '单选', '要选', '面试', '不准', '原理', '选出']"
699,Identity,GenderIdentity,352,699_双性人_双性_证明_真狠,"['双性人', '双性', '证明', '真狠', '很酷', '双子座', '狠人', '挺狠', '太猛', '太狠']"
700,Division,Insider,176,700_吃瓜_西瓜_瓜子_脑瓜子,"['吃瓜', '西瓜', '瓜子', '脑瓜子', '家门口', '番薯', '歪瓜裂', '无瓜', '瓜瓜', '黄瓜']"
